Policy_ID,Date,Product_Type,Region,Policy_Status,Customer_Segment,Distribution_Channel,Policy_Tenure_Months,Renewal_Count,Written_Premium,Sum_Insured,Claim_Count,Claim_Amount,Total_Expense,Fraud_Flag,Insurance_Risk,Market_Risk,Credit_Risk,Operational_Risk,Catastrophe_Risk,Anomaly_Flag,Season_Flag,Capital_Reserve
POL10127,01/02/2022,Property,North,Active,Corporate,Bancassurance,3,0,56124.71,1157132.02,0,0,13975.05,0,4,3,4,4,6,0,Winter,500000000
POL10119,01/02/2022,Travel,South,Active,Individual,Bancassurance,14,1,4525.11,314915.59,1,2618.23,1172.46,0,9,4,2,1,3,0,Winter,500000000
POL10120,01/02/2022,Motor,South,Active,Individual,Bancassurance,71,0,15362.77,204342.84,0,0,4825.45,0,6,4,1,2,2,0,Winter,500000000
POL10121,01/02/2022,Motor,Central,Active,Individual,Agent,7,0,10182.57,104388.55,2,8618.53,2921.38,0,6,7,3,3,1,0,Winter,500000000
POL10118,01/02/2022,Property,West,Active,SME,Online,7,0,48974.29,1891001.95,1,39928.74,8668.45,0,4,7,1,4,7,0,Winter,500000000
POL10123,01/02/2022,Health,West,Active,Individual,Bancassurance,13,1,22331.56,434674.1,3,18843.37,4834.78,0,7,1,5,6,1,0,Winter,500000000
POL10124,01/02/2022,Health,North,Active,Individual,Online,11,0,22835.5,308873.57,2,21625.22,3996.21,0,8,7,9,3,1,0,Winter,500000000
POL10125,01/02/2022,Property,North,Cancelled,Individual,Agent,6,0,32292.22,1124993.99,1,19749.92,8657.54,0,3,7,4,2,5,0,Winter,500000000
POL10122,01/02/2022,Motor,East,Cancelled,Individual,Bancassurance,11,0,8778.7,108454.49,2,6619.14,2579.18,0,5,4,4,5,1,0,Winter,500000000
POL10249,01/03/2022,Marine,West,Active,Individual,Online,14,1,58153.96,2411564.56,2,29949.29,12183.25,0,3,9,3,3,5,0,Summer,500000000
POL10232,01/03/2022,Motor,Central,Active,Individual,Agent,8,0,7953.81,66552.49,1,5367.23,2705.09,0,4,1,3,4,2,0,Summer,500000000
POL10248,01/03/2022,Travel,North,Renewed,Individual,Bancassurance,3,0,4318.22,289837.87,1,2703.64,1184.92,1,7,2,2,5,4,1,Summer,500000000
POL10247,01/03/2022,Motor,West,Active,Corporate,Agent,44,3,29869.76,378406.6,0,0,8957.94,0,7,4,4,10,2,0,Summer,500000000
POL10246,01/03/2022,Property,South,Active,SME,Bancassurance,18,0,38374.63,798152.37,1,27867.66,9547.61,0,9,5,2,5,7,0,Summer,500000000
POL10245,01/03/2022,Health,Central,Active,Individual,Agent,5,0,21293.23,236887.85,1,18606.02,5495.78,0,9,5,4,6,2,0,Summer,500000000
POL10244,01/03/2022,Property,Central,Renewed,Individual,Agent,5,0,29374.13,874492.8,1,16731.5,9179.42,0,5,3,3,5,10,0,Summer,500000000
POL10243,01/03/2022,Health,Central,Active,Individual,Bancassurance,7,0,20827.54,230397.13,3,18003.33,6062.9,0,8,8,6,7,1,0,Summer,500000000
POL10242,01/03/2022,Health,Central,Lapsed,Corporate,Agent,19,1,45986.26,586171.16,1,42771.82,15092.69,0,7,8,6,3,1,0,Summer,500000000
POL10237,01/03/2022,Health,East,Active,SME,Agent,4,0,9667.09,190148.62,2,8247.96,3206.57,0,7,7,5,2,1,0,Summer,500000000
POL10240,01/03/2022,Motor,South,Active,Individual,Bancassurance,4,0,14886.54,147346.91,2,10064.79,3359.89,0,6,1,1,6,1,0,Summer,500000000
POL10239,01/03/2022,Health,West,Cancelled,Individual,Bancassurance,15,1,22324.32,243017.71,1,20708.04,6815.61,0,8,5,3,1,1,0,Summer,500000000
POL10238,01/03/2022,Health,North,Renewed,Individual,Online,57,1,11184.18,170681.1,1,8234.91,1968.42,0,6,1,2,1,1,0,Summer,500000000
POL10236,01/03/2022,Marine,North,Renewed,Individual,Agent,2,0,44601.93,1287330.39,0,0,12252.15,0,6,8,6,4,5,0,Summer,500000000
POL10235,01/03/2022,Property,Central,Renewed,Individual,Direct,8,0,31434.64,1218180.18,2,23915.47,6315.22,0,4,7,5,4,6,0,Summer,500000000
POL10234,01/03/2022,Motor,West,Active,Individual,Online,2,0,11997.95,179867.87,0,0,1874.08,0,6,3,1,1,2,0,Summer,500000000
POL10233,01/03/2022,Health,North,Active,SME,Agent,11,0,29108.99,417085.23,1,23977.08,9512.82,0,6,3,5,5,1,0,Summer,500000000
POL10250,01/03/2022,Property,North,Active,SME,Bancassurance,17,1,44997.69,1157462.12,1,30620.93,10088.48,0,6,3,4,3,4,0,Summer,500000000
POL10241,01/03/2022,Fire,West,Active,Individual,Direct,1,0,43691.87,2612262.8,1,21203.66,9031.11,0,5,2,4,6,7,0,Summer,500000000
POL10251,01/03/2022,Marine,North,Active,Corporate,Online,4,0,90763.57,4252481.72,1,58624.19,16264.83,0,8,4,4,4,6,0,Summer,500000000
POL10262,01/03/2022,Motor,South,Renewed,Individual,Agent,6,0,17714.54,257481.96,1,12587.95,5142.53,0,6,2,5,7,3,0,Summer,500000000
POL10253,01/03/2022,Health,Central,Active,Individual,Agent,3,0,13772.6,167792.01,0,0,4024.35,0,5,2,4,1,1,0,Summer,500000000
POL10231,01/03/2022,Motor,South,Renewed,Individual,Agent,14,1,14785.04,123932.23,2,12176.96,4944.12,0,6,1,2,3,1,0,Summer,500000000
POL10272,01/03/2022,Health,West,Lapsed,Individual,Agent,2,0,16703.6,265274.23,1,13874.01,4910.86,0,7,6,1,7,2,0,Summer,500000000
POL10271,01/03/2022,Motor,Central,Renewed,Individual,Online,7,0,13602.5,155765.1,0,0,2422.61,0,6,3,5,6,1,0,Summer,500000000
POL10270,01/03/2022,Health,West,Active,SME,Agent,5,0,16222.23,280808.48,0,0,4295.65,0,8,1,4,4,1,0,Summer,500000000
POL10269,01/03/2022,Travel,North,Renewed,Individual,Agent,12,1,4463.34,297714.94,0,0,1220.72,0,3,1,2,3,3,0,Summer,500000000
POL10268,01/03/2022,Health,South,Active,SME,Bancassurance,2,0,32841.62,363161.49,3,28628.04,8588.08,0,8,6,3,1,1,0,Summer,500000000
POL10267,01/03/2022,Health,Central,Renewed,Individual,Direct,36,3,18589.41,269082.25,0,0,3734.61,0,7,3,5,2,1,0,Summer,500000000
POL10266,01/03/2022,Fire,Central,Active,SME,Bancassurance,26,1,41229.24,2315922.14,1,26081.62,10748.46,0,6,4,3,7,5,0,Summer,500000000
POL10265,01/03/2022,Property,South,Active,SME,Online,6,0,40558.79,1278244.72,1,22063.98,8180.71,0,5,7,4,3,6,0,Summer,500000000
POL10264,01/03/2022,Health,South,Active,SME,Agent,5,0,28612.36,543355.58,1,20609.48,8638.07,0,5,6,6,2,1,0,Summer,500000000
POL10263,01/03/2022,Motor,North,Active,SME,Agent,22,1,14634.31,218286.8,1,9351.32,3935.17,1,7,1,1,1,2,1,Summer,500000000
POL10261,01/03/2022,Property,Central,Cancelled,Individual,Bancassurance,15,1,19550.22,572405.52,0,0,4936.43,0,6,5,4,4,10,0,Summer,500000000
POL10260,01/03/2022,Motor,South,Lapsed,SME,Agent,37,2,17602.74,195060.58,0,0,6250.73,0,9,2,3,3,2,0,Summer,500000000
POL10259,01/03/2022,Health,West,Active,Individual,Online,4,0,15441.74,232559.51,0,0,2655.98,0,9,3,5,2,3,0,Summer,500000000
POL10258,01/03/2022,Motor,East,Active,SME,Bancassurance,2,0,20155.9,282435.08,0,0,5770.63,0,6,4,5,5,2,0,Summer,500000000
POL10257,01/03/2022,Motor,South,Active,Individual,Agent,71,2,13043.23,109515.9,0,0,4197.31,0,6,5,3,8,2,0,Summer,500000000
POL10256,01/03/2022,Health,South,Renewed,Individual,Agent,29,0,26409.86,326636.51,0,0,8414.18,0,10,4,4,1,1,0,Summer,500000000
POL10255,01/03/2022,Health,South,Active,Corporate,Bancassurance,22,1,41343.74,672560.67,0,0,10083.74,1,8,2,7,2,1,1,Summer,500000000
POL10254,01/03/2022,Property,East,Lapsed,Individual,Agent,39,1,29950.82,867583.29,1,20031.11,9108.04,0,3,5,1,4,4,0,Summer,500000000
POL10252,01/03/2022,Motor,South,Renewed,Individual,Online,10,0,12266.77,106121.32,0,0,2143,0,4,2,4,5,1,0,Summer,500000000
POL10230,01/03/2022,Health,West,Lapsed,Individual,Bancassurance,1,0,19774.88,280948.95,3,15744.76,5366.9,0,8,1,1,5,1,0,Summer,500000000
POL10204,01/03/2022,Health,East,Active,SME,Agent,5,0,20753.27,209756.47,2,16036.05,5375.1,0,4,1,6,4,2,0,Summer,500000000
POL10228,01/03/2022,Health,South,Active,Corporate,Agent,7,0,48090.03,511579.12,1,41982.6,16374.66,0,9,4,4,3,2,0,Summer,500000000
POL10203,01/03/2022,Travel,North,Renewed,SME,Bancassurance,9,0,8369.68,829117.91,2,4266.86,2641.47,0,3,1,2,1,5,0,Summer,500000000
POL10202,01/03/2022,Fire,East,Cancelled,Individual,Direct,25,2,41635.78,2175858.05,1,21442.43,8248.05,0,5,4,4,7,6,0,Summer,500000000
POL10201,01/03/2022,Property,North,Active,SME,Online,26,0,42339.12,1424745.66,0,0,10440.83,0,5,3,3,5,6,0,Summer,500000000
POL10200,01/03/2022,Motor,East,Active,Corporate,Direct,31,2,33752.37,421600.18,0,0,6905.73,0,6,5,2,4,1,0,Summer,500000000
POL10199,01/03/2022,Motor,Central,Renewed,Individual,Direct,26,2,17797.74,214025.37,0,0,2504.14,0,6,7,1,2,3,0,Summer,500000000
POL10198,01/03/2022,Property,East,Active,SME,Direct,29,2,32224.13,730152.41,1,22257.21,4691.83,0,3,9,3,3,8,0,Summer,500000000
POL10197,01/03/2022,Health,West,Renewed,Individual,Bancassurance,16,1,17491,301382.46,3,14445.82,5194.83,0,4,6,3,2,1,0,Summer,500000000
POL10196,01/03/2022,Motor,South,Lapsed,Individual,Agent,5,0,10819.4,131094.94,0,0,3627.74,0,7,1,5,2,1,0,Summer,500000000
POL10205,01/03/2022,Property,East,Active,Individual,Direct,16,1,24329.39,885713.06,1,16845.67,3656.71,0,4,5,6,5,4,0,Summer,500000000
POL10195,01/03/2022,Travel,North,Renewed,SME,Bancassurance,12,0,5600.49,447842.98,0,0,1146.98,0,4,4,2,3,1,0,Summer,500000000
POL10193,01/03/2022,Motor,Central,Active,Corporate,Online,19,1,26453.51,328807.03,2,19028.01,5166.37,0,9,1,3,1,1,0,Summer,500000000
POL10192,01/03/2022,Health,West,Active,Individual,Agent,27,2,17039.34,238437.04,2,14203.99,4806.8,0,9,3,7,6,1,0,Summer,500000000
POL10191,01/03/2022,Health,North,Active,Individual,Direct,9,0,19346.82,379808.84,0,0,3122.58,0,7,4,3,5,1,0,Summer,500000000
POL10190,01/03/2022,Motor,South,Active,Individual,Bancassurance,1,0,13809.95,122397.4,1,9842.35,3723.16,1,6,2,1,2,2,1,Summer,500000000
POL10189,01/03/2022,Motor,Central,Active,Individual,Direct,5,0,11523.22,130454.88,0,0,2320.78,0,5,3,3,3,1,0,Summer,500000000
POL10188,01/03/2022,Motor,East,Active,Individual,Direct,14,1,14253.89,174405.28,0,0,3322.58,0,10,6,4,1,2,0,Summer,500000000
POL10187,01/03/2022,Health,Central,Active,Corporate,Agent,27,1,45416.07,613817.38,1,29856.52,13384.12,0,4,5,4,3,1,0,Summer,500000000
POL10186,01/03/2022,Health,North,Active,Individual,Agent,2,0,24186.53,261259.69,2,20038.54,6743.2,0,9,5,2,4,1,0,Summer,500000000
POL10194,01/03/2022,Property,East,Lapsed,Individual,Online,7,0,24364,596724.28,0,0,3993.26,0,6,4,3,1,9,0,Summer,500000000
POL10206,01/03/2022,Health,Central,Active,Individual,Agent,15,1,22053.34,282589.95,5,23147.19,5930.14,0,9,4,4,6,2,0,Summer,500000000
POL10229,01/03/2022,Marine,South,Lapsed,Individual,Direct,5,0,41392.26,1975623.06,0,0,7181.56,1,2,5,6,8,7,1,Summer,500000000
POL10208,01/03/2022,Health,South,Active,Corporate,Online,1,0,28922.62,526064.65,1,21793.19,4526.39,0,5,1,5,1,1,0,Summer,500000000
POL10207,01/03/2022,Property,West,Renewed,Individual,Agent,24,1,27605.75,960178.46,3,15627.62,8204.43,0,5,4,3,2,9,0,Summer,500000000
POL10226,01/03/2022,Motor,West,Renewed,Individual,Bancassurance,3,0,16809.02,190517.74,1,11396.52,4829.23,0,3,2,1,5,1,0,Summer,500000000
POL10225,01/03/2022,Marine,South,Active,Individual,Online,16,1,60658.5,2230809.99,1,31700.13,13411.59,0,2,7,4,4,6,0,Summer,500000000
POL10224,01/03/2022,Health,South,Active,SME,Agent,17,1,27873.14,422731.73,1,24681.67,8743.8,0,9,2,3,3,1,0,Summer,500000000
POL10223,01/03/2022,Health,North,Active,Individual,Agent,32,1,25755.7,273511.76,1,20413.97,7664.9,0,6,3,5,3,1,0,Summer,500000000
POL10222,01/03/2022,Travel,West,Renewed,Individual,Agent,24,0,2459.25,236153.89,0,0,859.02,0,5,1,2,3,4,0,Summer,500000000
POL10221,01/03/2022,Health,South,Active,Individual,Bancassurance,1,0,16229.18,280442.22,1,12373.13,3948.56,0,10,6,4,6,2,0,Summer,500000000
POL10220,01/03/2022,Property,Central,Active,Corporate,Direct,47,1,57002.96,1747107.56,1,32867.91,10722.26,0,3,6,3,4,7,0,Summer,500000000
POL10219,01/03/2022,Motor,East,Active,Individual,Bancassurance,4,0,18355.94,182069.68,3,11404.55,4533.92,0,5,6,3,5,3,0,Summer,500000000
POL10218,01/03/2022,Property,West,Active,Individual,Agent,1,0,29312.24,676024.97,2,22256.78,7158.05,0,7,4,3,5,6,0,Summer,500000000
POL10227,01/03/2022,Motor,Central,Active,Individual,Bancassurance,33,0,13668.76,203673.08,2,10322.65,2505.48,0,6,6,6,4,1,0,Summer,500000000
POL10216,01/03/2022,Motor,West,Active,SME,Agent,44,1,11934.96,156058.89,4,7763.69,3781,0,2,2,3,4,1,0,Summer,500000000
POL10215,01/03/2022,Motor,South,Active,Individual,Agent,44,1,11800.89,173053.41,3,9644.87,3455.3,0,3,4,1,4,3,0,Summer,500000000
POL10214,01/03/2022,Motor,East,Active,Individual,Bancassurance,4,0,13105.42,127369.67,1,10712.37,3475.56,0,4,6,4,3,1,0,Summer,500000000
POL10213,01/03/2022,Fire,South,Active,Corporate,Bancassurance,13,1,43394.34,1794214.3,0,0,9568.45,0,4,3,4,7,6,0,Summer,500000000
POL10212,01/03/2022,Health,Central,Active,Corporate,Online,39,2,30512.63,499078.41,0,0,5763.84,0,5,3,6,3,1,0,Summer,500000000
POL10211,01/03/2022,Health,North,Active,Individual,Bancassurance,1,0,17515.82,206528.15,2,13818.23,4343.92,0,8,4,4,3,2,0,Summer,500000000
POL10210,01/03/2022,Property,West,Lapsed,Corporate,Online,30,1,48458.92,1334610.93,0,0,6953.86,0,5,3,4,3,3,0,Summer,500000000
POL10209,01/03/2022,Motor,West,Renewed,SME,Bancassurance,32,2,23676.23,341189.94,1,17551.19,6089.53,0,3,2,4,2,1,0,Summer,500000000
POL10217,01/03/2022,Travel,West,Active,Individual,Direct,4,0,4130.57,212077.44,1,3086.36,533.26,0,5,5,2,8,4,0,Summer,500000000
POL10332,01/04/2022,Marine,East,Active,Individual,Direct,1,0,73737.41,1502986.88,1,41794.36,12771.32,0,4,7,1,7,3,0,Summer,500000000
POL10333,01/04/2022,Property,Central,Cancelled,Corporate,Online,35,1,50294.56,1613032.83,2,29055.17,9309.52,0,1,4,4,1,9,0,Summer,500000000
POL10337,01/04/2022,Motor,West,Active,Individual,Bancassurance,2,0,15051.31,195677.76,3,9209.9,4811.9,0,7,6,2,2,2,0,Summer,500000000
POL10335,01/04/2022,Fire,North,Active,Individual,Agent,2,0,42541.72,2283265.93,0,0,10635.43,0,2,4,4,4,8,0,Summer,500000000
POL10336,01/04/2022,Health,East,Active,Individual,Bancassurance,34,1,21196.52,261362.55,2,20486.44,4591.17,0,10,2,1,6,1,0,Summer,500000000
POL10331,01/04/2022,Motor,West,Active,Individual,Bancassurance,10,0,9539.82,91357.61,0,0,1831.65,0,5,3,4,1,1,0,Summer,500000000
POL10338,01/04/2022,Travel,Central,Lapsed,Corporate,Agent,72,0,12063.99,709774.18,1,4945.03,4036.61,0,2,4,1,1,2,0,Summer,500000000
POL10334,01/04/2022,Motor,North,Renewed,SME,Online,1,0,24939.35,249311.46,0,0,4566.39,0,1,6,4,6,1,0,Summer,500000000
POL10330,01/04/2022,Fire,South,Active,Individual,Bancassurance,3,0,32831.42,1260333.96,0,0,7909.09,0,5,5,2,8,4,0,Summer,500000000
POL10326,01/04/2022,Marine,North,Active,Individual,Online,1,0,61476.92,1661473.51,0,0,8963.33,0,8,8,3,4,5,0,Summer,500000000
POL10328,01/04/2022,Property,East,Active,Individual,Bancassurance,1,0,30231.34,755724.08,0,0,8470.82,0,9,2,1,4,5,0,Summer,500000000
POL10327,01/04/2022,Motor,East,Active,SME,Agent,16,0,20027.75,216690.22,1,12939.93,5257.28,0,5,3,4,2,3,0,Summer,500000000
POL10325,01/04/2022,Motor,East,Active,Individual,Bancassurance,3,0,14231.57,196507.67,0,0,3260.45,0,6,4,1,6,3,0,Summer,500000000
POL10324,01/04/2022,Motor,Central,Cancelled,Individual,Agent,8,0,11869.52,173798.42,0,0,3006.55,0,10,2,3,3,1,0,Summer,500000000
POL10323,01/04/2022,Motor,North,Active,Corporate,Bancassurance,1,0,32953.97,448547.57,1,23466.52,10037.78,0,4,3,3,4,4,0,Summer,500000000
POL10322,01/04/2022,Motor,South,Cancelled,SME,Agent,10,0,22319.12,267655.07,0,0,6923.39,0,4,3,1,1,2,0,Summer,500000000
POL10321,01/04/2022,Motor,East,Active,Individual,Agent,7,0,9614.44,143014.28,3,6384.95,2781.46,0,8,5,1,1,1,0,Summer,500000000
POL10339,01/04/2022,Fire,North,Renewed,Individual,Agent,18,0,43218.98,1416202.57,1,22007.1,11621.58,0,8,3,2,5,4,0,Summer,500000000
POL10320,01/04/2022,Health,West,Cancelled,SME,Agent,53,1,23373.9,360864.48,1,18308.78,7694.69,0,8,2,8,4,1,0,Summer,500000000
POL10329,01/04/2022,Motor,North,Active,Individual,Bancassurance,5,0,11273.55,96968.01,1,7543.13,2624.48,0,9,1,1,2,2,0,Summer,500000000
POL10340,01/04/2022,Health,South,Renewed,SME,Online,45,0,27825.6,527009.26,1,19611.48,4015.23,0,6,5,7,4,1,0,Summer,500000000
POL10350,01/04/2022,Health,South,Renewed,Individual,Online,40,2,25859.73,270174.28,0,0,6330.46,0,3,3,5,1,1,0,Summer,500000000
POL10342,01/04/2022,Travel,East,Cancelled,Individual,Online,13,1,6009.37,522701.52,1,4200.55,1155,0,2,4,4,2,4,0,Summer,500000000
POL10362,01/04/2022,Health,Central,Active,Corporate,Agent,7,0,48827.69,504059.6,1,36869.79,13085.82,0,10,3,5,6,1,0,Summer,500000000
POL10319,01/04/2022,Motor,East,Active,Individual,Direct,18,1,13378.54,152981.74,2,10091.43,2833.57,0,7,4,3,7,1,0,Summer,500000000
POL10360,01/04/2022,Marine,South,Active,Individual,Agent,4,0,62930.92,3053294.41,1,43088.8,22843.92,0,2,7,6,3,2,0,Summer,500000000
POL10359,01/04/2022,Motor,Central,Active,Individual,Bancassurance,5,0,7678.5,85568.16,1,5365.74,2358.84,0,5,5,4,5,1,0,Summer,500000000
POL10358,01/04/2022,Motor,South,Active,Individual,Bancassurance,51,1,16547.45,163815.08,2,12668.73,4471.12,0,5,4,4,3,3,0,Summer,500000000
POL10357,01/04/2022,Health,South,Renewed,Individual,Direct,4,0,14316.14,249837.37,0,0,2194.66,0,10,5,5,5,2,0,Summer,500000000
POL10356,01/04/2022,Travel,West,Active,SME,Direct,6,0,5454.86,496686.38,0,0,1023.88,0,4,5,2,4,1,0,Summer,500000000
POL10355,01/04/2022,Health,Central,Lapsed,Individual,Agent,20,0,25306.63,451458.26,2,19526.6,6688.54,0,8,2,2,3,1,0,Summer,500000000
POL10354,01/04/2022,Health,East,Renewed,Corporate,Online,72,1,27841.05,551783.25,1,23397.62,5548.72,1,7,4,4,2,1,1,Summer,500000000
POL10353,01/04/2022,Travel,North,Active,Individual,Bancassurance,8,0,5303.87,308664.09,0,0,1433.64,0,2,4,2,3,2,0,Summer,500000000
POL10352,01/04/2022,Motor,North,Active,SME,Direct,10,0,21700.7,179309.98,0,0,5010.69,0,3,4,1,2,3,0,Summer,500000000
POL10351,01/04/2022,Health,North,Active,SME,Bancassurance,12,1,28006.78,342004.12,1,24556.34,7525.42,0,6,4,1,4,2,0,Summer,500000000
POL10349,01/04/2022,Motor,East,Active,SME,Bancassurance,32,1,24070.05,242391.9,1,18538.75,5225.61,0,5,2,2,3,1,0,Summer,500000000
POL10348,01/04/2022,Motor,Central,Active,SME,Direct,1,0,18663.22,200567.55,1,11252.06,4897.23,0,7,3,5,1,2,0,Summer,500000000
POL10347,01/04/2022,Marine,West,Active,Corporate,Bancassurance,7,0,143549.58,3815492.14,1,110360.92,33992.54,0,3,8,6,4,3,0,Summer,500000000
POL10346,01/04/2022,Motor,North,Active,SME,Direct,18,1,17901.17,258961.94,0,0,3957.95,0,9,2,6,4,3,0,Summer,500000000
POL10345,01/04/2022,Property,South,Renewed,Corporate,Agent,10,0,60097.86,2181978.56,2,33330.27,18468.07,0,5,7,7,4,7,0,Summer,500000000
POL10344,01/04/2022,Fire,South,Active,Corporate,Agent,45,3,81413.63,4722834.57,1,40022.94,26150.06,0,5,5,2,5,5,0,Summer,500000000
POL10343,01/04/2022,Property,East,Renewed,SME,Bancassurance,21,1,27950.17,586484.47,0,0,8566.73,0,6,7,3,3,6,0,Summer,500000000
POL10341,01/04/2022,Motor,South,Active,Individual,Direct,25,2,13036.39,161002.69,2,9253.23,2944.92,0,3,5,4,6,1,0,Summer,500000000
POL10361,01/04/2022,Motor,East,Renewed,SME,Agent,55,3,26233.48,232903.26,1,20493.59,6243.57,0,6,1,5,5,3,0,Summer,500000000
POL10318,01/04/2022,Motor,West,Active,Individual,Bancassurance,27,1,14648.4,156144.18,1,11383.27,3527.33,0,10,1,3,4,3,0,Summer,500000000
POL10316,01/04/2022,Motor,South,Renewed,Individual,Online,23,1,14546.36,180123.02,2,9702.42,3075.1,0,3,1,1,5,3,0,Summer,500000000
POL10291,01/04/2022,Marine,West,Renewed,Individual,Online,25,1,53732.62,1396515.74,0,0,12546.57,0,5,7,3,10,3,0,Summer,500000000
POL10290,01/04/2022,Property,North,Active,Individual,Agent,3,0,33177.26,682870.15,2,20934.85,10613.41,0,5,5,1,1,7,0,Summer,500000000
POL10289,01/04/2022,Motor,West,Active,SME,Bancassurance,8,0,20748.29,299610.85,0,0,6041.9,0,2,2,3,2,4,0,Summer,500000000
POL10288,01/04/2022,Property,North,Active,Individual,Bancassurance,69,2,33621.15,885775.41,1,23709.63,9185.3,0,1,5,5,1,10,0,Summer,500000000
POL10287,01/04/2022,Health,North,Active,Individual,Agent,28,0,23554.84,366188.37,2,17979.41,6979.3,0,7,5,5,9,1,0,Summer,500000000
POL10286,01/04/2022,Property,North,Active,Individual,Online,16,1,20335.91,634324.56,0,0,4036.68,0,5,6,2,4,9,0,Summer,500000000
POL10285,01/04/2022,Motor,Central,Lapsed,SME,Agent,9,0,19545.35,270842.02,0,0,5701.38,0,6,1,5,2,1,0,Summer,500000000
POL10283,01/04/2022,Motor,East,Active,Individual,Online,37,2,10712.85,96501.59,2,8050.71,2173.64,0,3,3,2,3,2,0,Summer,500000000
POL10282,01/04/2022,Marine,North,Active,Corporate,Direct,23,1,133914.61,3091707.04,1,53766.72,26635.62,0,8,8,3,4,2,0,Summer,500000000
POL10281,01/04/2022,Health,North,Lapsed,SME,Agent,10,0,26184.4,405538.71,4,22856.36,7805.57,0,6,6,2,3,1,0,Summer,500000000
POL10280,01/04/2022,Motor,North,Renewed,SME,Agent,49,1,20808.51,243675.28,0,0,6082.33,0,3,5,7,2,3,0,Summer,500000000
POL10279,01/04/2022,Motor,East,Lapsed,Individual,Online,3,0,15431.78,171716.91,3,10376.33,2998.39,0,5,3,5,1,3,0,Summer,500000000
POL10278,01/04/2022,Travel,North,Active,SME,Bancassurance,12,1,5769.8,421400.85,0,0,1627.08,0,1,5,2,2,3,0,Summer,500000000
POL10277,01/04/2022,Motor,West,Lapsed,Individual,Agent,3,0,14917.48,193245.1,0,0,4415.57,0,4,7,2,6,1,0,Summer,500000000
POL10276,01/04/2022,Property,East,Cancelled,SME,Online,21,1,31582.74,642843.84,1,24331.34,4677.4,0,6,5,9,5,8,0,Summer,500000000
POL10275,01/04/2022,Marine,South,Renewed,Individual,Bancassurance,16,1,61874.15,1599340.54,2,32403.49,14385.74,0,6,9,5,5,5,0,Summer,500000000
POL10274,01/04/2022,Health,West,Active,Corporate,Agent,7,0,38211.6,732745.91,3,30213.91,9881.52,0,7,6,4,5,1,0,Summer,500000000
POL10273,01/04/2022,Health,North,Active,Corporate,Bancassurance,3,0,50489.13,956250.52,1,42052.4,15646.58,0,8,5,7,5,1,0,Summer,500000000
POL10317,01/04/2022,Health,West,Active,SME,Agent,35,1,36105.33,408725.04,1,33065.26,12015.85,0,6,2,3,4,1,0,Summer,500000000
POL10292,01/04/2022,Property,West,Active,Individual,Agent,24,2,27804.39,895128.45,0,0,9753.78,0,3,6,1,2,8,0,Summer,500000000
POL10293,01/04/2022,Health,Central,Renewed,Corporate,Direct,35,0,38494.32,453590.7,0,0,5935.82,0,6,2,3,5,1,0,Summer,500000000
POL10284,01/04/2022,Property,East,Active,Individual,Agent,20,1,28638.38,613176.39,3,16595.94,8803.44,0,5,6,3,1,7,0,Summer,500000000
POL10295,01/04/2022,Motor,South,Active,Individual,Agent,28,0,17334.46,206854.52,2,13416.87,4884.85,0,8,6,4,1,1,0,Summer,500000000
POL10294,01/04/2022,Fire,South,Active,SME,Agent,1,0,64072.38,2002218.35,2,40423.26,21278.44,0,5,5,5,5,5,0,Summer,500000000
POL10314,01/04/2022,Health,South,Active,SME,Agent,4,0,18333.83,195620.33,0,0,5767.82,0,6,7,3,4,2,0,Summer,500000000
POL10313,01/04/2022,Property,South,Active,Corporate,Bancassurance,1,0,59825.22,1504976.25,1,39023.99,16757.04,0,10,5,3,2,10,0,Summer,500000000
POL10312,01/04/2022,Motor,North,Active,Individual,Direct,6,0,17234.82,192786.45,1,12264.3,3276.34,0,6,2,1,2,4,0,Summer,500000000
POL10311,01/04/2022,Health,East,Lapsed,SME,Agent,1,0,22657.29,422202.74,2,22442.05,6516.24,0,8,4,9,4,1,0,Summer,500000000
POL10310,01/04/2022,Fire,North,Active,Individual,Direct,1,0,51460.57,1576326.47,0,0,9926.74,0,6,2,6,6,8,0,Summer,500000000
